Sentence_ID;Words;Labels;Tags
32;My;L-PERSON;3
32;email;O;0
32;is;O;0
32;riskmgr@abc.com;U-EMAIL;16
32;and;O;0
32;my;O;0
32;phone;O;0
32;number;O;0
32;is;O;0
32;123;B-SSN_NUMBER;5
32;-;I-SSN_NUMBER;6
32;456;I-SSN_NUMBER;6
32;-;I-SSN_NUMBER;6
32;7890;L-SSN_NUMBER;7
33;I;O;0
33;am;O;0
33;the;O;0
33;creative;O;0
33;director;O;0
33;of;O;0
33;this;O;0
33;agency;O;0
33;,;O;0
33;and;O;0
33;I;O;0
33;am;O;0
33;responsible;O;0
33;for;O;0
33;overseeing;O;0
33;the;O;0
33;development;O;0
33;of;O;0
33;unique;O;0
33;and;O;0
33;engaging;O;0
33;marketing;O;0
33;campaigns;O;0
34;You;U-PERSON;4
34;can;O;0
34;contact;O;0
34;me;O;0
34;at;O;0
34;my;O;0
34;email;O;0
34;,;O;0
34;janeb@gmail.com;B-PERSON;1
34;,;L-PERSON;3
34;or;O;0
34;by;O;0
34;phone;O;0
34;at;O;0
34;222;B-SSN_NUMBER;5
34;-;I-SSN_NUMBER;6
34;222;I-SSN_NUMBER;6
34;-;I-SSN_NUMBER;6
34;2222;L-SSN_NUMBER;7
34;.;O;0
35;I;O;0
35;am;O;0
35;Mary;B-PERSON;1
35;Williams;L-PERSON;3
35;,;O;0
35;the;B-PERSON;1
35;Director;L-PERSON;3
35;of;O;0
35;Compliance;O;0
35;at;O;0
35;ABCD;O;0
35;Inc.;O;0
35;I;O;0
35;am;O;0
35;50;O;0
35;years;O;0
35;old;O;0
35;and;O;0
35;my;O;0
35;birthdate;O;0
35;is;O;0
35;November;B-BIRTH_DATE;9
35;14;I-BIRTH_DATE;10
35;,;I-BIRTH_DATE;10
35;1973;L-BIRTH_DATE;11
35;.;B-PERSON;1
35;My;L-PERSON;3
35;email;O;0
35;is;O;0
35;director@abcd.com;U-EMAIL;16
35;and;U-PERSON;4
35;my;O;0
35;phone;O;0
35;number;O;0
35;is;O;0
35;456;B-SSN_NUMBER;5
35;-;I-SSN_NUMBER;6
35;789;I-SSN_NUMBER;6
35;-;I-SSN_NUMBER;6
35;123;L-SSN_NUMBER;7
36;Abby;B-BIRTH_DATE;9
36;,;I-BIRTH_DATE;10
36;I;L-BIRTH_DATE;11
36;just;O;0
36;sent;O;0
36;you;O;0
36;an;O;0
36;email;O;0
36;at;O;0
36;abbyjones@outlook.com;O;0
36;with;O;0
36;the;O;0
36;updated;O;0
36;budget;O;0
36;,;O;0
36;can;O;0
36;you;O;0
36;please;O;0
36;review;O;0
36;and;O;0
36;let;O;0
36;me;O;0
36;know;O;0
36;if;O;0
36;you;O;0
36;have;O;0
36;any;O;0
36;questions;O;0
36;?;O;0
37;Jacob;U-PERSON;4
37;is;O;0
37;a;O;0
37;20;O;0
37;-;O;0
37;something;O;0
37;man;O;0
37;,;O;0
37;who;O;0
37;works;O;0
37;as;O;0
37;a;O;0
37;bartender;O;0
37;at;O;0
37;a;O;0
37;popular;O;0
37;bar;O;0
37;in;O;0
37;town;O;0
38;Amanda;B-PERSON;1
38;,;L-PERSON;3
38;my;O;0
38;personal;O;0
38;email;O;0
38;is;O;0
38;amandamiller@hotmail.com;U-EMAIL;16
38;,;O;0
38;so;O;0
38;please;O;0
38;use;O;0
38;that;O;0
38;one;O;0
38;for;O;0
38;any;O;0
38;personal;O;0
38;matters;O;0
39;If;U-PERSON;4
39;you;O;0
39;have;O;0
39;any;O;0
39;questions;O;0
39;,;O;0
39;you;O;0
39;can;O;0
39;email;O;0
39;me;O;0
39;at;O;0
39;tomh@aol.com;O;0
39;or;O;0
39;call;O;0
39;me;O;0
39;at;O;0
39;333;B-SSN_NUMBER;5
39;-;I-SSN_NUMBER;6
39;333;I-SSN_NUMBER;6
39;-;I-SSN_NUMBER;6
39;3333;L-SSN_NUMBER;7
39;.;O;0
40;You;O;0
40;can;O;0
40;reach;O;0
40;me;O;0
40;at;O;0
40;my;O;0
40;email;O;0
40;,;O;0
40;mikew@hotmail.com;B-BIRTH_DATE;9
40;,;I-BIRTH_DATE;10
40;or;I-BIRTH_DATE;10
40;by;I-BIRTH_DATE;10
40;phone;I-BIRTH_DATE;10
40;at;I-BIRTH_DATE;10
40;222;I-BIRTH_DATE;10
40;-;I-BIRTH_DATE;10
40;222;I-BIRTH_DATE;10
40;-;I-BIRTH_DATE;10
40;2222;L-BIRTH_DATE;11
40;.;O;0
41;As;O;0
41;the;O;0
41;Chief;O;0
41;Risk;B-PERSON;1
41;Officer;L-PERSON;3
41;,;O;0
41;it;O;0
41;is;O;0
41;my;O;0
41;obligation;O;0
41;to;O;0
41;develop;O;0
41;and;O;0
41;implement;O;0
41;strategies;O;0
41;to;O;0
41;manage;O;0
41;risks;O;0
41;that;O;0
41;may;O;0
41;impact;O;0
41;our;O;0
41;company;O;0
41;s;O;0
41;operations;O;0
41;.;O;0
41;My;O;0
41;email;O;0
41;is;O;0
41;cro@company.com;U-EMAIL;16
41;and;O;0
41;my;O;0
41;phone;O;0
41;number;O;0
41;is;O;0
41;999;B-SSN_NUMBER;5
41;-;I-SSN_NUMBER;6
41;999;I-SSN_NUMBER;6
41;-;I-SSN_NUMBER;6
41;1212;L-SSN_NUMBER;7
42;Amanda;B-PERSON;1
42;,;L-PERSON;3
42;my;O;0
42;personal;O;0
42;email;O;0
42;is;O;0
42;amandamiller@hotmail.com;U-EMAIL;16
42;,;O;0
42;so;O;0
42;please;O;0
42;use;O;0
42;that;O;0
42;one;O;0
42;for;O;0
42;any;O;0
42;personal;O;0
42;matters;O;0
43;Stephanie;U-PERSON;4
43;is;O;0
43;a;O;0
43;woman;O;0
43;,;O;0
43;who;O;0
43;is;O;0
43;an;O;0
43;avid;O;0
43;reader;O;0
43;and;O;0
43;belongs;O;0
43;to;O;0
43;a;O;0
43;book;O;0
43;club;O;0
44;The;U-PERSON;4
44;department;O;0
44;s;O;0
44;email;O;0
44;is;O;0
44;department@company.com;U-EMAIL;16
44;and;U-PERSON;4
44;the;O;0
44;phone;O;0
44;number;O;0
44;is;O;0
44;111;B-SSN_NUMBER;5
44;-;I-SSN_NUMBER;6
44;111;I-SSN_NUMBER;6
44;-;I-SSN_NUMBER;6
44;1111;L-SSN_NUMBER;7
44;.;O;0
45;I;O;0
45;am;O;0
45;Mary;B-PERSON;1
45;Anderson;L-PERSON;3
45;and;O;0
45;I;O;0
45;am;O;0
45;the;O;0
45;Director;O;0
45;of;O;0
45;Compliance;O;0
45;at;O;0
45;DEF;O;0
45;Inc.;O;0
45;I;O;0
45;am;O;0
45;40;O;0
45;years;O;0
45;old;O;0
45;and;O;0
45;my;O;0
45;birthdate;O;0
45;is;O;0
45;July;B-BIRTH_DATE;9
45;7;I-BIRTH_DATE;10
45;,;I-BIRTH_DATE;10
45;1983;L-BIRTH_DATE;11
45;.;O;0
45;My;U-PERSON;4
45;email;O;0
45;is;O;0
45;director@def.com;U-EMAIL;16
45;and;U-PERSON;4
45;my;O;0
45;phone;O;0
45;number;O;0
45;is;O;0
45;234;B-SSN_NUMBER;5
45;-;I-SSN_NUMBER;6
45;567;I-SSN_NUMBER;6
45;-;I-SSN_NUMBER;6
45;8901;L-SSN_NUMBER;7
46;Amanda;B-PERSON;1
46;,;L-PERSON;3
46;I;O;0
46;gave;O;0
46;you;O;0
46;my;O;0
46;business;O;0
46;card;O;0
46;with;O;0
46;my;O;0
46;phone;O;0
46;number;O;0
46;,;O;0
46;(;O;0
46;456;O;0
46;);B-SSN_NUMBER;5
46;789;I-SSN_NUMBER;6
46;-;I-SSN_NUMBER;6
46;123;L-SSN_NUMBER;7
46;,;O;0
46;so;O;0
46;please;O;0
46;don;O;0
46;;O;0
46;t;O;0
46;hesitate;O;0
46;to;O;0
46;call;O;0
46;me;O;0
46;with;O;0
46;any;O;0
46;questions;O;0
46;or;O;0
46;concerns;O;0
47;As;O;0
47;the;O;0
47;chief;O;0
47;financial;O;0
47;officer;O;0
47;of;O;0
47;this;O;0
47;corporation;O;0
47;,;O;0
47;I;O;0
47;am;O;0
47;responsible;O;0
47;for;O;0
47;managing;O;0
47;our;O;0
47;financial;O;0
47;affairs;O;0
47;and;O;0
47;making;O;0
47;strategic;O;0
47;investments;O;0
48;A;O;0
48;doctor;O;0
48;at;O;0
48;the;O;0
48;hospital;O;0
48;,;O;0
48;Lena;O;0
48;specialized;O;0
48;in;O;0
48;pediatric;O;0
48;medicine;O;0
48;and;O;0
48;is;O;0
48;known;O;0
48;for;O;0
48;her;O;0
48;compassionate;O;0
48;and;O;0
48;caring;O;0
48;nature;O;0
49;You;O;0
49;can;O;0
49;reach;O;0
49;me;O;0
49;at;O;0
49;my;O;0
49;email;O;0
49;,;O;0
49;mikec@hotmail.com;B-BIRTH_DATE;9
49;,;I-BIRTH_DATE;10
49;or;I-BIRTH_DATE;10
49;by;I-BIRTH_DATE;10
49;phone;I-BIRTH_DATE;10
49;at;I-BIRTH_DATE;10
49;777;I-BIRTH_DATE;10
49;-;I-BIRTH_DATE;10
49;777;I-BIRTH_DATE;10
49;-;I-BIRTH_DATE;10
49;7777;L-BIRTH_DATE;11
49;.;O;0
50;The;U-PERSON;4
50;department;O;0
50;s;O;0
50;email;O;0
50;is;O;0
50;department@company.com;U-EMAIL;16
50;and;U-PERSON;4
50;the;O;0
50;phone;O;0
50;number;O;0
50;is;O;0
50;777;B-SSN_NUMBER;5
50;-;I-SSN_NUMBER;6
50;777;I-SSN_NUMBER;6
50;-;I-SSN_NUMBER;6
50;7777;L-SSN_NUMBER;7
50;.;O;0
51;My;B-PERSON;1
51;name;L-PERSON;3
51;is;O;0
51;Robert;B-PERSON;1
51;Smith;L-PERSON;3
51;and;O;0
51;I;O;0
51;am;O;0
51;the;O;0
51;Manager;U-PERSON;4
51;of;O;0
51;Internal;B-BIRTH_DATE;9
51;Audit;I-BIRTH_DATE;10
51;at;I-BIRTH_DATE;10
51;GHI;L-BIRTH_DATE;11
51;Enterprises;U-PERSON;4
51;.;O;0
51;I;O;0
51;am;O;0
51;45;O;0
